Index,Title,Published_date,tag_count,Views,Likes,Comments,Month,title_length
11521,"JAZZ at BULLS | FULL GAME HIGHLIGHTS | March 22, 2021",3/23/2021,30,335133,2194,276,Mar,53
11522,"HORNETS at SPURS | FULL GAME HIGHLIGHTS | March 22, 2021",3/23/2021,30,323145,2072,452,Mar,56
11523,"THUNDER at TIMBERWOLVES | FULL GAME HIGHLIGHTS | March 22, 2021",3/23/2021,30,144797,962,213,Mar,63
11524,"KINGS at CAVALIERS | FULL GAME HIGHLIGHTS | March 22, 2021",3/23/2021,30,135887,909,154,Mar,58
11525,"Chris Paul Becomes 6th Player In NBA HISTORY To Reach 10,000 CAREER ASSISTS! Relive His Best Dimes‼",3/22/2021,31,74507,1819,164,Mar,99
11526,Top PLAYS Of The Week | Week 13,3/22/2021,29,118448,1315,132,Mar,31
11527,TOP DUNKS From a THRILLING Week! | Week 13,3/22/2021,30,149836,2178,150,Mar,42
11528,"NBA Top 10 Plays Of The Night | March 21, 2021",3/22/2021,34,460742,9025,847,Mar,46
11529,"LAKERS at SUNS | FULL GAME HIGHLIGHTS | March 21, 2021",3/22/2021,30,934667,5801,1589,Mar,54
11530,"MAVERICKS at TRAIL BLAZERS | FULL GAME HIGHLIGHTS | March 21, 2021",3/22/2021,30,434402,3463,933,Mar,66
11531,"76ERS at KNICKS | FULL GAME HIGHLIGHTS | March 21, 2021",3/22/2021,30,343779,2940,886,Mar,55
11532,"RAPTORS at CAVALIERS | FULL GAME HIGHLIGHTS | March 21, 2021",3/22/2021,30,173051,1095,399,Mar,60
11533,"WIZARDS at NETS | FULL GAME HIGHLIGHTS | March 21, 2021",3/22/2021,30,1380633,11775,1529,Mar,55
11534,"BULLS at PISTONS | FULL GAME HIGHLIGHTS | March 21, 2021",3/22/2021,30,251271,1242,173,Mar,56
11535,"MAGIC at CELTICS | FULL GAME HIGHLIGHTS | March 21, 2021",3/21/2021,30,213445,1511,216,Mar,56
11536,"PELICANS at NUGGETS | FULL GAME HIGHLIGHTS | March 21, 2021",3/21/2021,30,335654,2400,582,Mar,59
11537,"THUNDER at ROCKETS | FULL GAME HIGHLIGHTS | March 21, 2021",3/21/2021,30,166783,1110,384,Mar,58
11538,Best Buckets From Duos 👀 Beal & Westbrook vs. Harden & Irving,3/21/2021,3,53871,982,97,Mar,61
11539,"PACERS at HEAT | FULL GAME HIGHLIGHTS | March 21, 2021",3/21/2021,30,220961,1599,438,Mar,54
11540,"NBA Top 10 Plays Of The Night | March 20, 2021",3/21/2021,31,486044,9407,536,Mar,46
11541,"HORNETS at CLIPPERS | FULL GAME HIGHLIGHTS | March 20, 2021",3/21/2021,27,536935,3742,515,Mar,59
11542,"SPURS at BUCKS | FULL GAME HIGHLIGHTS | March 20, 2021",3/21/2021,27,338044,2221,436,Mar,54
11543,"WARRIORS at GRIZZLIES | FULL GAME HIGHLIGHTS | March 20, 2021",3/21/2021,27,399025,2714,556,Mar,61
11544,"KINGS at 76ERS | FULL GAME HIGHLIGHTS | March 20, 2021",3/21/2021,27,202900,1589,367,Mar,54
11545,"HAWKS at LAKERS | FULL GAME HIGHLIGHTS | March 20, 2021",3/20/2021,27,1159489,7661,1788,Mar,55
11546,"NBA Top 10 Plays Of The Night | March 19, 2021",3/20/2021,32,587643,10584,633,Mar,46
11547,"TIMBERWOLVES at SUNS | FULL GAME HIGHLIGHTS | March 19, 2021",3/20/2021,32,236140,1327,189,Mar,60
11548,"MAVERICKS at TRAIL BLAZERS | FULL GAME HIGHLIGHTS | March 19, 2021",3/20/2021,32,467807,3883,660,Mar,66
11549,"BULLS at NUGGETS | FULL GAME HIGHLIGHTS | March 19, 2021",3/20/2021,32,262712,1906,397,Mar,56
11550,Andrew Wiggins Sets SEASON-HIGH With 40-PTS & 6 3PM!,3/20/2021,35,139781,2567,366,Mar,52
11551,"Aaron Gordon (38-PTS, 7 3PM) DUELS Kyrie Irving (43-PTS, 19 FGM)!",3/20/2021,31,64686,1101,212,Mar,65
11552,"JAZZ at RAPTORS | FULL GAME HIGHLIGHTS | March 19, 2021",3/20/2021,32,394484,2612,852,Mar,55
11553,"PACERS at HEAT | FULL GAME HIGHLIGHTS | March 19, 2021",3/20/2021,32,204790,1314,257,Mar,54
11554,"WARRIORS at GRIZZLIES | FULL GAME HIGHLIGHTS | March 19, 2021",3/20/2021,32,562784,5653,950,Mar,61
11555,"PISTONS at ROCKETS | FULL GAME HIGHLIGHTS | March 19, 2021",3/20/2021,34,153391,879,263,Mar,58
11556,"NETS at MAGIC | FULL GAME HIGHLIGHTS | March 19, 2021",3/20/2021,33,758228,5101,1377,Mar,53
11557,"SPURS at CAVALIERS | FULL GAME HIGHLIGHTS | March 19, 2021",3/20/2021,34,208139,1298,304,Mar,58
11558,"KINGS at CELTICS | FULL GAME HIGHLIGHTS | March 19, 2021",3/20/2021,34,186835,1502,456,Mar,56
11559,"NBA Top 5 Plays Of The Night | March 18, 2021",3/19/2021,31,428186,8154,410,Mar,45
11560,Best Of Atlanta Hawks 7-Game Win Streak!,3/19/2021,5,44303,966,190,Mar,40
11561,"HORNETS at LAKERS | FULL GAME HIGHLIGHTS | March 18, 2021",3/19/2021,28,2180242,22253,3298,Mar,57
11562,Edwards GOES OFF For Career-High 42 PTS! 💥,3/19/2021,8,304020,5442,1149,Mar,42
11563,"TIMBERWOLVES at SUNS | FULL GAME HIGHLIGHTS | March 18, 2021",3/19/2021,28,485014,3125,579,Mar,60
11564,"PELICANS at BLAZERS | FULL GAME HIGHLIGHTS | March 18, 2021",3/19/2021,28,424458,3091,429,Mar,59
11565,Donovan Mitchell & Bradley Beal Go For 40+ Point DUEL! 🔥,3/19/2021,32,33185,806,95,Mar,56
11566,"THUNDER at HAWKS | FULL GAME HIGHLIGHTS | March 18, 2021",3/19/2021,31,206311,1236,241,Mar,56
11567,"MAGIC at KNICKS | FULL GAME HIGHLIGHTS | March 18, 2021",3/19/2021,32,233965,1988,428,Mar,55
11568,"JAZZ at WIZARDS | FULL GAME HIGHLIGHTS | March 18, 2021",3/19/2021,33,436620,3933,622,Mar,55
11569,LaMelo takes on LeBron for the first time TONIGHT‼️ Hornets at Lakers at 10:30 pm/et on NBA TV,3/18/2021,31,52553,1124,81,Mar,94
11570,LeBron and LaMelo's  BEST Dimes this Season!,3/18/2021,3,50330,1290,103,Mar,44
11571,"NBA Top 10 Plays Of The Night | March 17, 2021",3/18/2021,34,502775,8598,529,Mar,46
11572,"Luka Doncic Pours In 42 PTS, Propelling The Mavericks To Victory!",3/18/2021,35,282139,4198,588,Mar,65
11573,Clippers @ Mavericks | NBA on ESPN Live Scoreboard,3/18/2021,31,39318,417,4,Mar,50
11574,"CLIPPERS at MAVERICKS | FULL GAME HIGHLIGHTS | March 17, 2021",3/18/2021,30,715155,5163,1142,Mar,61
11575,"HEAT at GRIZZLIES | FULL GAME HIGHLIGHTS | March 17, 2021",3/18/2021,30,301892,1922,282,Mar,57
11576,"HORNETS at NUGGETS | FULL GAME HIGHLIGHTS | March 17, 2021",3/18/2021,30,476578,3245,448,Mar,58
11577,"CELTICS at CAVALIERS | FULL GAME HIGHLIGHTS | March 17, 2021",3/18/2021,30,233778,1521,416,Mar,60
11578,"WARRIORS at ROCKETS | FULL GAME HIGHLIGHTS | March 17, 2021",3/18/2021,30,730744,6715,772,Mar,59
11579,"SPURS at BULLS | FULL GAME HIGHLIGHTS | March 17, 2021",3/18/2021,30,227102,1604,357,Mar,54
11580,"James Harden Drops 40 PTS, 10 REB & 15 AST In W!",3/18/2021,36,218795,3730,398,Mar,48
11581,"BUCKS at 76ERS | FULL GAME HIGHLIGHTS | March 17, 2021",3/18/2021,30,423408,3492,738,Mar,54
11582,"RAPTORS at PISTONS | FULL GAME HIGHLIGHTS | March 17, 2021",3/18/2021,30,160743,924,314,Mar,58
11583,"KINGS at WIZARDS | FULL GAME HIGHLIGHTS | March 17, 2021",3/18/2021,30,137758,1063,243,Mar,56
11584,"NETS at PACERS | FULL GAME HIGHLIGHTS | March 17, 2021",3/18/2021,30,822922,7240,1060,Mar,54
11585,"NBA Top 10 Plays Of The Night | March 16, 2021",3/17/2021,34,439763,7227,571,Mar,46
11586,BEST OF Damian Lillard's 12 50-PT Regular Season Games!,3/17/2021,3,45826,1102,146,Mar,55
11587,Lonzo Ball Records A CAREER-HIGH 17 Assists!,3/17/2021,34,105842,2025,446,Mar,44
11588,⌚Damian Lillard GOES OFF For 50 POINTS On 20 SHOTS ⌚,3/17/2021,35,287665,5572,635,Mar,52
11589,"TIMBERWOLVES at LAKERS | FULL GAME HIGHLIGHTS | March 16, 2021",3/17/2021,30,1679015,15252,1887,Mar,62
11590,Pelicans @ Trail Blazers | NBA on TNT Live Scoreboard,3/17/2021,31,70473,899,24,Mar,53
11591,"PELICANS at TRAIL BLAZERS | FULL GAME HIGHLIGHTS | March 16, 2021",3/17/2021,30,709225,6477,1955,Mar,65
11592,"KNICKS at 76ERS | FULL GAME HIGHLIGHTS | March 16, 2021",3/17/2021,30,376187,2516,688,Mar,55
11593,"CAVALIERS at HEAT | FULL GAME HIGHLIGHTS | March 16, 2021",3/17/2021,30,290288,2213,480,Mar,57
11594,Zach LaVine Drops 40 PTS & 7 3PM In Bulls W!,3/17/2021,34,98884,2183,235,Mar,44
11595,"THUNDER at BULLS | FULL GAME HIGHLIGHTS | March 16, 2021",3/17/2021,30,198135,1499,257,Mar,56
11596,"HAWKS at ROCKETS | FULL GAME HIGHLIGHTS | March 16, 2021",3/17/2021,30,168303,1215,458,Mar,56
11597,"JAZZ at CELTICS | FULL GAME HIGHLIGHTS | March 16, 2021",3/17/2021,30,767529,5845,826,Mar,55
11598,#StateFarmAssists​​​​​​​ Of The Week | Week 12,3/16/2021,31,40673,739,36,Mar,46
11599,"NBA Top 10 Plays Of The Night | March 15, 2021",3/16/2021,34,468259,7797,306,Mar,46
11600,"LAKERS at WARRIORS | FULL GAME HIGHLIGHTS | March 15, 2021",3/16/2021,33,2654688,25590,3209,Mar,58
11601,Lakers @ Warriors | NBA on ESPN Live Scoreboard,3/16/2021,31,165903,1759,45,Mar,47
11602,"PACERS at NUGGETS | FULL GAME HIGHLIGHTS | March 15, 2021",3/16/2021,30,356305,1503,162,Mar,57
11603,"GRIZZLIES at SUNS | FULL GAME HIGHLIGHTS | March 15, 2021",3/16/2021,30,274676,1706,225,Mar,57
11604,"CLIPPERS at MAVERICKS | FULL GAME HIGHLIGHTS | March 15, 2021",3/16/2021,33,530066,3588,589,Mar,61
11605,"KNICKS at NETS | FULL GAME HIGHLIGHTS | March 15, 2021",3/16/2021,33,934383,7572,1901,Mar,54
11606,"SPURS at PISTONS | FULL GAME HIGHLIGHTS | March 15, 2021",3/16/2021,30,229938,1311,166,Mar,56
11607,"KINGS at HORNETS | FULL GAME HIGHLIGHTS | March 15, 2021",3/16/2021,30,401351,3844,811,Mar,56
11608,"BUCKS at WIZARDS | FULL GAME HIGHLIGHTS | March 15, 2021",3/16/2021,30,274301,1915,520,Mar,56
11609,TOP DUNKS From The Week! | Week 12,3/15/2021,28,57857,1071,94,Mar,34
11610,Top PLAYS Of The Week | Week 12,3/15/2021,28,127891,1608,113,Mar,31
11611,"NBA Top 10 Plays Of The Night | March 14, 2021",3/15/2021,34,514849,9252,446,Mar,46
11612,"CLIPPERS at PELICANS | FULL GAME HIGHLIGHTS | March 14, 2021",3/15/2021,30,811174,5094,1161,Mar,60
11613,Clippers @ Pelicans | NBA on ESPN Live Scoreboard,3/15/2021,31,44238,659,6,Mar,49
11614,"RAPTORS at BULLS | FULL GAME HIGHLIGHTS | March 14, 2021",3/15/2021,30,257056,1662,644,Mar,56
11615,"Anthony Edwards' Career-High 34 PTS, 6 3PM Lifts The Timberwolves!",3/15/2021,34,154864,2916,534,Mar,66
11616,"TRAIL BLAZERS at TIMBERWOLVES | FULL GAME HIGHLIGHTS | March 14, 2021",3/15/2021,30,314896,2790,682,Mar,69
11617,"CELTICS at ROCKETS | FULL GAME HIGHLIGHTS | March 14, 2021",3/15/2021,30,273777,2005,415,Mar,58
11618,"CAVALIERS at HAWKS | FULL GAME HIGHLIGHTS | March 14, 2021",3/15/2021,30,155784,992,226,Mar,58
11619,"HEAT at MAGIC | FULL GAME HIGHLIGHTS | March 14, 2021",3/15/2021,30,250117,2178,583,Mar,53
11620,"SPURS at 76ERS | FULL GAME HIGHLIGHTS | March 14, 2021",3/15/2021,30,243256,1858,563,Mar,54
11621,"JAZZ at WARRIORS | FULL GAME HIGHLIGHTS | March 14, 2021",3/14/2021,30,1643975,17356,2152,Mar,56
11622,"GRIZZLIES at THUNDER | FULL GAME HIGHLIGHTS | March 14, 2021",3/14/2021,30,310213,1814,373,Mar,60
11623,Stephen Curry's BEST Handles vs. Every Team | #NBABDAY,3/14/2021,41,332692,7888,549,Mar,54
11624,"NBA Top 10 Plays Of The Night | March 13, 2021",3/14/2021,34,510216,10021,552,Mar,46
11625,"MAVERICKS at NUGGETS | FULL GAME HIGHLIGHTS | March 13, 2021",3/14/2021,30,450458,3015,573,Mar,60
11626,"PACERS at SUNS | FULL GAME HIGHLIGHTS | March 13, 2021",3/14/2021,33,247549,1829,268,Mar,54
11627,"TRAIL BLAZERS at TIMBERWOLVES | FULL GAME HIGHLIGHTS | March 13, 2021",3/14/2021,30,267589,2222,476,Mar,69
11628,Giannis & Westbrook DUEL With HUGE Triple-Doubles‼ 👀,3/14/2021,40,157720,2827,378,Mar,52
11629,"KINGS at HAWKS | FULL GAME HIGHLIGHTS | March 13, 2021",3/14/2021,30,146540,965,211,Mar,54
11630,"LaMelo Ball Drops 23 PTS (6 3PM), 9 REB & 6 AST To Guide Hornets To W!",3/14/2021,35,280155,4356,562,Mar,70
11631,"BUCKS at WIZARDS | FULL GAME HIGHLIGHTS | March 13, 2021",3/14/2021,30,329365,2646,567,Mar,56
11632,"RAPTORS at HORNETS | FULL GAME HIGHLIGHTS | March 13, 2021",3/14/2021,30,526213,4834,795,Mar,58
11633,"PISTONS at NETS | FULL GAME HIGHLIGHTS | March 13, 2021",3/14/2021,30,800939,7069,1186,Mar,55
11634,"KNICKS at THUNDER | FULL GAME HIGHLIGHTS | March 13, 2021",3/13/2021,30,306651,2214,520,Mar,57
11635,"NBA Top 10 Plays Of The Night | March 12, 2021",3/13/2021,34,413069,6402,221,Mar,46
11636,"PACERS at LAKERS | FULL GAME HIGHLIGHTS | March 12, 2021",3/13/2021,30,1851069,14988,1749,Mar,56
11637,"ROCKETS at JAZZ | FULL GAME HIGHLIGHTS | March 12, 2021",3/13/2021,30,529527,3005,343,Mar,55
11638,"MAGIC at SPURS | FULL GAME HIGHLIGHTS | March 12, 2021",3/13/2021,30,239290,1311,238,Mar,54
11639,"HEAT at BULLS | FULL GAME HIGHLIGHTS | March 12, 2021",3/13/2021,30,326779,2758,539,Mar,53
11640,"NUGGETS at GRIZZLIES | FULL GAME HIGHLIGHTS | March 12, 2021",3/13/2021,30,279008,2180,449,Mar,60
11641,"76ERS at WIZARDS | FULL GAME HIGHLIGHTS | March 12, 2021",3/13/2021,30,289642,2084,392,Mar,56
11642,"CAVALIERS at PELICANS | FULL GAME HIGHLIGHTS | March 12, 2021",3/13/2021,30,234432,1748,277,Mar,61
11643,"5 Camps, 5 Continents: A Look at Basketball Without Borders 2019-2020",3/12/2021,36,13801,385,33,Mar,69
11644,Ja Morant's BEST CAREER Ball Fakes 👀,3/12/2021,35,53826,1286,100,Mar,36
11645,"NBA Top 10 Plays Of The Night | March 11, 2021",3/12/2021,34,381252,6069,209,Mar,46
11646,Warriors @ Clippers | NBA on TNT Live Scoreboard,3/12/2021,31,106833,1137,10,Mar,48
11647,"WARRIORS at CLIPPERS | FULL GAME HIGHLIGHTS | March 11, 2021",3/12/2021,30,1145495,8772,1534,Mar,60
11648,"ROCKETS at KINGS | FULL GAME HIGHLIGHTS | March 11, 2021",3/12/2021,30,235991,1364,200,Mar,56
11649,"SUNS at TRAIL BLAZERS | FULL GAME HIGHLIGHTS | March 11, 2021",3/12/2021,30,398234,3116,520,Mar,61
11650,"MAVERICKS at THUNDER | FULL GAME HIGHLIGHTS | March 11, 2021",3/12/2021,30,183826,1319,333,Mar,60
11651,Kyrie Irving Pours In 40 PTS On 15-23 Shooting To Guide The Brooklyn Nets!,3/12/2021,35,328003,5319,714,Mar,74
11652,"TIMBERWOLVES at PELICANS | FULL GAME HIGHLIGHTS | March 11, 2021",3/12/2021,30,287086,2023,439,Mar,64
11653,"MAGIC at HEAT | FULL GAME HIGHLIGHTS | March 11, 2021",3/12/2021,30,256522,2401,386,Mar,53
11654,"KNICKS at BUCKS | FULL GAME HIGHLIGHTS | March 11, 2021",3/12/2021,30,238660,1798,254,Mar,55
11655,"76ERS at BULLS | FULL GAME HIGHLIGHTS | March 11, 2021",3/12/2021,30,221127,1892,292,Mar,54
11656,"CELTICS at NETS | FULL GAME HIGHLIGHTS | March 11, 2021",3/12/2021,30,1280612,11050,1679,Mar,55
11657,"HAWKS at RAPTORS | FULL GAME HIGHLIGHTS | March 11, 2021",3/12/2021,30,351208,2776,935,Mar,56
11658,"PISTONS at HORNETS | FULL GAME HIGHLIGHTS | March 11, 2021",3/12/2021,30,389711,3763,579,Mar,58
11659,"NBA Top 5 Plays Of The Night | March 10, 2021",3/11/2021,34,427770,6661,214,Mar,45
11660,"SPURS at MAVERICKS | FULL GAME HIGHLIGHTS | March 10, 2021",3/11/2021,30,616742,4490,684,Mar,58
11661,"WIZARDS at GRIZZLIES | FULL GAME HIGHLIGHTS | March 10, 2021",3/11/2021,30,509901,4064,549,Mar,60
11662,BEST ASSISTS From The First Half Of The Season 👀 | Part 2,3/10/2021,36,77658,878,69,Mar,57
11663,2021 #NBAAllStar Mini-Movie!,3/10/2021,38,649353,15026,597,Mar,28
11664,BEST CLUTCH PLAYS From The First Half Of The Season! | Part 2,3/10/2021,29,472604,5000,373,Mar,61
11665,#StateFarmAssists​​​​​​ Of The Week | Week 11,3/9/2021,37,80086,1489,146,Mar,45
11666,BEST PLAYS From The First Half Of The Season 💪 | Part 2,3/9/2021,28,190073,2421,162,Mar,55
11667,BEST DUNKS From The First Half Of The Season 💪 | Part 3,3/9/2021,31,119884,2348,195,Mar,55
11668,Every NBA All-Star Game MVP In League History 👀 | 2021 #NBAAllStar,3/8/2021,48,464486,8068,632,Mar,66
11669,⭐ BEST Of 2021 #NBAAllStar In One Night! ⭐,3/8/2021,47,646016,8935,420,Mar,42
11670,NBA Top 10 Plays Of The Night | 2021 #NBAAllStar,3/8/2021,47,605681,10528,458,Mar,48
11671,👀 Chris Paul Drop 16 DIMES To Move Past Magic Johnson For MOST ASSISTS in #NBAAllStar Game History!,3/8/2021,40,84705,1543,127,Mar,99
11672,Stephen Curry & Damian Lillard Put On Another Shooting DISPLAY From Three!,3/8/2021,41,3318627,47144,3114,Mar,74
11673,TOP PLAYS From The 2021 #NBAAllStar Game!,3/8/2021,38,1650117,23170,1234,Mar,41
11674,LIVE: 2021 #NBAAllStar Postgame Press Conference,3/8/2021,31,263357,2833,171,Mar,48
11675,Giannis WINS The 2021 #NBAAllStar Game Kobe Bryant MVP Award! #KiaAllStarMVP,3/8/2021,40,400579,6264,547,Mar,76
11676,#TeamLeBron vs. #TeamDurant | FULL GAME HIGHLIGHTS | 2021 #NBAAllStar,3/8/2021,40,3927326,51815,4826,Mar,69
11677,Anfernee Simons WINS The #ATTSlamDunk​ Contest | 2021 #NBAAllStar,3/8/2021,42,478217,3806,589,Mar,65
11678,#ATTSlamDunk​ Contest Full Highlights | 2021 #NBAAllStar,3/8/2021,38,3185391,35985,2990,Mar,56
11679,Stephen Curry WINS The #MtnDew3PT Contest​ | 2021 #NBAAllStar,3/8/2021,35,822758,16716,948,Mar,61
11680,#MtnDew3PT​ Contest Full Highlights | 2021 #NBAAllStar,3/8/2021,35,12862388,148733,5237,Mar,54
11681,Domantas Sabonis WINS The #TacoBellSkills​ Challenge | 2021 #NBAAllStar,3/8/2021,40,778252,6366,260,Mar,71
11682,#TacoBellSkills​ Challenge Full Highlights | 2021 #NBAAllStar,3/8/2021,36,2604478,34506,1590,Mar,61
11683,All-Stars On Elevating HBCUs! | #NBAAllStarMedia presented by AT&T,3/7/2021,46,229920,2421,314,Mar,66
11684,LIVE: #NBAAllStarMedia presented by AT&T,3/7/2021,31,189665,6820,45,Mar,40
11685,All Rise: Dominique Wilkins And The 2021 #ATTSlamDunk Judges,3/6/2021,45,289425,2617,142,Mar,60
11686,👀 The TOP PLAYS From #TeamLeBron So Far This Season!,3/6/2021,44,372551,5716,323,Mar,52
11687,Watch The BEST PLAYS From #TeamDurant This Season Thus Far!,3/6/2021,44,219489,3258,216,Mar,59
11688,NBA ALL STAR 2021 EXPLAINED,3/6/2021,46,173326,5013,465,Mar,27
11689,🌟 2016 #NBAAllStar​ Weekend In Toronto! 🌟,3/5/2021,29,121417,2770,191,Mar,41
11690,The BEST Of LaMelo Ball From The Season So Far!,3/5/2021,7,970985,14307,950,Mar,47
11691,The BEST Of Anthony Edwards From The Season So Far!,3/5/2021,7,147498,2567,325,Mar,51
11692,The BEST Of Ja Morant From The Season So Far!,3/5/2021,38,252595,4178,185,Mar,45
11693,The BEST Of Facundo Campazzo From The Season So Far!,3/5/2021,40,722037,15431,1022,Mar,52
11694,"NBA Top 10 Plays Of The Night | March 4, 2021",3/5/2021,34,592087,8084,289,Mar,45
11695,"KINGS at TRAIL BLAZERS | FULL GAME HIGHLIGHTS | March 4, 2021",3/5/2021,30,307982,2254,435,Mar,61
11696,"WARRIORS at SUNS | FULL GAME HIGHLIGHTS | March 4, 2021",3/5/2021,30,731430,4878,992,Mar,55
11697,Heat @ Pelicans | NBA on TNT Live Scoreboard,3/5/2021,31,42223,541,8,Mar,44
11698,"THUNDER at SPURS | FULL GAME HIGHLIGHTS | March 4, 2021",3/5/2021,30,208616,1163,172,Mar,55
11699,"HEAT at PELICANS | FULL GAME HIGHLIGHTS | March 4, 2021",3/5/2021,30,461234,3139,511,Mar,55
11700,"BUCKS at GRIZZLIES | FULL GAME HIGHLIGHTS | March 4, 2021",3/5/2021,30,369304,2632,371,Mar,57
11701,"NUGGETS at PACERS | FULL GAME HIGHLIGHTS | March 4, 2021",3/5/2021,30,211574,1369,219,Mar,56
11702,"CLIPPERS at WIZARDS | FULL GAME HIGHLIGHTS | March 4, 2021",3/5/2021,30,539452,4405,853,Mar,58
11703,"PISTONS at KNICKS | FULL GAME HIGHLIGHTS | March 4, 2021",3/5/2021,30,248077,1758,380,Mar,56
11704,"RAPTORS at CELTICS | FULL GAME HIGHLIGHTS | March 4, 2021",3/5/2021,30,324868,2543,865,Mar,57
11705,#TeamLeBron & #TeamDurant Draft | 2021 #NBAAllStar,3/5/2021,43,4979099,100135,6530,Mar,50
11706,The BEST #KumhoHandles From The Season So Far! | Part 2,3/4/2021,38,52086,1042,121,Mar,55
11707,The BEST Of Deni Avdija From The Season So Far!,3/4/2021,39,261333,6185,604,Mar,47
11708,The BEST Of Tyrese Haliburton From The Season So Far!,3/4/2021,34,84996,1477,183,Mar,53
11709,Relive The BEST Of Zion Williamson From The Season So Far!,3/4/2021,37,317840,4384,406,Mar,58
11710,"NBA Top 10 Plays Of The Night | March 3, 2021",3/4/2021,34,483317,7755,606,Mar,45
11711,Warriors @ Trail Blazers | NBA on ESPN Live Scoreboard,3/4/2021,31,96537,981,28,Mar,54
11712,"LAKERS at KINGS | FULL GAME HIGHLIGHTS | March 3, 2021",3/4/2021,30,1068365,7146,1675,Mar,54
11713,"WARRIORS at TRAIL BLAZERS | FULL GAME HIGHLIGHTS | March 3, 2021",3/4/2021,30,1109366,9407,2669,Mar,64
11714,"THUNDER at MAVERICKS | FULL GAME HIGHLIGHTS | March 3, 2021",3/4/2021,30,295317,1492,323,Mar,59
11715,"HORNETS at TIMBERWOLVES | FULL GAME HIGHLIGHTS | March 3, 2021",3/4/2021,30,205100,1578,300,Mar,62
11716,"HAWKS at MAGIC | FULL GAME HIGHLIGHTS | March 3, 2021",3/4/2021,30,160239,1088,311,Mar,53
11717,"BULLS at PELICANS | FULL GAME HIGHLIGHTS | March 3, 2021",3/4/2021,30,305700,2064,416,Mar,56
11718,James Harden GOES OFF For Triple-Double In Houston!,3/4/2021,38,109233,1814,343,Mar,51
11719,"NETS at ROCKETS | FULL GAME HIGHLIGHTS | March 3, 2021",3/4/2021,30,1081249,8346,1220,Mar,54
11720,"JAZZ at 76ERS | FULL GAME HIGHLIGHTS | March 3, 2021",3/4/2021,30,765624,6184,1863,Mar,52
11721,T.J. McConnell Drops A Triple-Double With FRANCHISE-RECORD 10 Steals!,3/4/2021,35,388566,5876,856,Mar,69
11722,"PISTONS at RAPTORS | FULL GAME HIGHLIGHTS | March 3, 2021",3/4/2021,30,237590,1193,660,Mar,57
11723,"PACERS at CAVALIERS | FULL GAME HIGHLIGHTS | March 3, 2021",3/4/2021,30,170299,1099,270,Mar,58
11724,🌟 2018 #NBAAllStar Weekend in LA! 🌟,3/3/2021,28,113155,2124,129,Mar,35
11725,"NBA Top 10 Plays Of The Night | March 2, 2021",3/3/2021,34,464927,6935,282,Mar,45
11726,Suns @ Lakers | NBA on TNT Live Scoreboard,3/3/2021,31,119635,1008,28,Mar,42
11727,"SUNS at LAKERS | FULL GAME HIGHLIGHTS | March 2, 2021",3/3/2021,30,1290622,9417,2627,Mar,53
11728,"NUGGETS at BUCKS | FULL GAME HIGHLIGHTS | March 2, 2021",3/3/2021,30,536649,3010,659,Mar,55
11729,"KNICKS at SPURS | FULL GAME HIGHLIGHTS | March 2, 2021",3/3/2021,30,289104,1708,443,Mar,54
11730,"CLIPPERS at CELTICS | FULL GAME HIGHLIGHTS | March 2, 2021",3/3/2021,30,595194,4401,1002,Mar,58
11731,"HAWKS at HEAT | FULL GAME HIGHLIGHTS | March 2, 2021",3/3/2021,30,296559,1936,299,Mar,52
11732,"GRIZZLIES at WIZARDS | FULL GAME HIGHLIGHTS | March 2, 2021",3/3/2021,30,269114,1892,350,Mar,59
11733,#StateFarmAssists​​​​​ Of The Week | Week 10,3/3/2021,36,23518,426,51,Mar,44
11734,Devin Booker Is Named #KiaPOTM For February | Western Conference,3/3/2021,39,46675,1216,195,Mar,64
11735,James Harden Is The #KiaPOTM For February | Eastern Conference,3/3/2021,39,114810,2244,254,Mar,62
11736,Tyrese Haliburton Earns #KiaROTM For February | Western Conference,3/2/2021,38,17024,492,139,Mar,66
11737,LaMelo Ball Secures #KiaROTM Honors For February | Eastern Conference,3/2/2021,39,311849,5010,665,Mar,69
11738,LeBron James & Chris Paul's BEST ASSISTS From The Last 5 Seasons!,3/2/2021,43,67856,1427,190,Mar,65
11739,"NBA Top 10 Plays Of The Night | March 1, 2021",3/2/2021,31,496211,7798,426,Mar,45
11740,Carmelo LIGHTS IT UP In Home W! 👌,3/2/2021,8,71612,1550,239,Mar,33
11741,"HORNETS at TRAIL BLAZERS | FULL GAME HIGHLIGHTS | March 1, 2021",3/2/2021,26,651813,5545,739,Mar,63
11742,"CAVALIERS at ROCKETS | FULL GAME HIGHLIGHTS | March 1, 2021",3/2/2021,26,256849,1453,361,Mar,59
11743,Harden MAKES HISTORY In Road Victory!,3/2/2021,8,174274,3033,608,Mar,37
11744,"NETS at SPURS | FULL GAME HIGHLIGHTS | March 1, 2021",3/2/2021,26,1276348,9521,1394,Mar,52
11745,"JAZZ at PELICANS | FULL GAME HIGHLIGHTS | March 1, 2021",3/2/2021,26,839537,5747,1279,Mar,55
11746,"NUGGETS at BULLS | FULL GAME HIGHLIGHTS | March 1, 2021",3/2/2021,26,328617,1947,358,Mar,55
11747,"PACERS at 76ERS | FULL GAME HIGHLIGHTS | March 1, 2021",3/2/2021,4,309865,1980,449,Mar,54
